Code,Name,ICAO,IATA,PositioningFlightPattern,CharterFlightPattern
GBE,Gabon Express,GBE,,,
GBG,GullivAir,GBG,G2,,
GBH,Global Avia Handling,GBH,,,
GBN,Atlantic Airlines,GBN,,,
GBO,Ogooue Air Cargo,GBO,,,
GBQ,Gambia Bird,GBQ,3G,,
GBR,Rader Aviation,GBR,,,
GBS,Global Air Services Nigeria,GBS,,,
GBT,A-Jet Aviation Aircraft Management,GBT,,,
GBX,GB Airlink,GBX,,,
GCA,GCA Airlines,GCA,9A,,
GCB,Lignes Nationales Aeriennes - Linacongo,GCB,,,
GCC,GECAS,GCC,,,
GCF,Aeronor,GCF,,,
GCL,CargoLogic Germany,GCL,,^...P$,
GCN,Gulf Central Airlines,GCN,,,
GCO,Gemini Air Cargo,GCO,GR,,
GCR,Tianjin Airlines,GCR,GS,,
GCS,GCS Air Service,GCS,,,
GCW,Global Air Crew,GCW,,,
GDA,GoldAir,GDA,,,
GDB,Gendarmerie Belge,GDB,,,
GDC,Grand China Air,GDC,CN,,
GDD,Golden Airlines,GDD,,,
GDF,DF Aviation,GDF,,,
GDG,S.P. Aviation,GDG,,,
GDH,Guneydogu Havacilik Isletmesi,GDH,,,
GDK,Goldeck-Flug,GDK,,,.*
GDN,Gerry's Dnata,GDN,,,
GDQ,Lincoln Air National Guard,GDQ,,,
GEA,Guinea Ecuatorial Airlines,GEA,,,
GEC,Lufthansa Cargo,GEC,LH,,
GED,Europe Air Lines,GED,,,
GEE,Geesair,GEE,,,
GEL,Geo Sky,GEL,,,
GEN,GENSA,GEN,,,
GER,German Airways,GER,ZQ,,
GES,Gestair,GES,,,.*
GET,Get High,GET,,,
GFA,Gulf Air,GFA,GF,,
GFC,Gail Force Express,GFC,,,
GFD,Gesellschaft Fur Flugzieldarstellung,GFD,,,
GFF,Griffin Aviation,GFF,,,
GFG,Georgian National Airlines,GFG,QB,,
GFM,Grafair,GFM,,,
GFN,The 955 Preservation Group,GFN,,,
GFO,Aerovías del Golfo,GFO,,,
GFS,Gulfstream Airlines,GFS,,,
GFT,Gulfstream International Airlines,GFT,,,
GFW,GFW Aviation,GFW,,,
GGA,First Flying Squadron,GGA,,,
GGC,Cargo 360,GGC,GG,,
GGE,Gobierno De Guinea Ecuatorial,GGE,,,
GGF,Georgian Cargo Airlines Africa,GGF,,,
GGL,Aeronáutica,GGL,,,
GGN,Pivot Airlines,GGN,ZX,,
GGS,GATSA,GGS,,,
GGV,Houston Jet Services,GGV,,,
GGZ,Global Georgian Airways,GGZ,,,
GHB,Ghana International Airlines,GHB,G0,,
GHI,GH Stansted Limited,GHI,,,
GHL,Aviance,GHL,,,
GHM,Aero Service Bolivia,GHM,,,
GHN,Air Ghana,GHN,,,
GHP,Colvin Aviation,GHP,,,
GHS,Gatari Hutama Air Services,GHS,,,
GHT,Ghadames Air Transport,GHT,,,
GHV,Ground Handling Service de Mexico,GHV,,,
GHY,German Sky Airlines,GHY,,,
GIA,Garuda Indonesia,GIA,GA,,
GIB,GR-Avia,GIB,,,
GIC,Compagnie de Bauxites de Guinee,GIC,,,
GIG,Gacela Air Cargo,GIG,,,
GIH,Union des Transports Africains de Guinee,GIH,,,
GIJ,Guinea Airways,GIJ,,,
GIK,Seba Airlines,GIK,,,
GIL,African International Transport,GIL,,,
GIP,Air Guinee Express,GIP,2U,,
GIQ,Guinee Paramount Airlines,GIQ,,,
GIY,Probiz Guinee,GIY,,,
GIZ,Africa Airlines,GIZ,,,
GJA,Globe Jet,GJA,,,
GJB,Trans-Air-Link,GJB,,,
GJI,GainJet Ireland,GJI,,,.*
GJM,Airhub Airlines,GJM,,,.*
GJS,GoJet Airlines,GJS,G7,,
GJT,GetJet Airlines,GJT,GW,,
GKA,US Army Parachute Team,GKA,,,
GLA,Great Lakes Airlines,GLA,ZK,,
GLB,Global Airways (GLB),GLB,,,
GLC,Global Aircargo,GLC,,,
GLD,Golden Star Air Cargo,GLD,,,
GLE,Goliaf Air,GLE,,,
GLF,Gulfstream Aerospace,GLF,,,
GLG,Avianca Ecuador,GLG,2K,,
GLJ,Global Jet Austria,GLJ,,,
GLL,Air Gemini,GLL,,,
GLM,Aero Services Mali,GLM,,,
GLO,Gol Transportes Aéreos,GLO,G3,,
GLP,Globus,GLP,GH,,
GLQ,El Quilada International Aviation,GLQ,,,
GLR,Central Mountain Air,GLR,,,
GLS,Galaircervis,GLS,,,
GLT,Aero Charter,GLT,,,
GLU,Great Lakes Airways (Uganda),GLU,,,
GLW,Global Wings,GLW,,,
GMA,Gama Aviation,GMA,,,.*
GMC,General Motors,GMC,,,
GME,Aguilas Mayas Internacional,GME,,,
GMG,GMG Airlines,GMG,Z5,,
GMH,Hughes Aircraft Company,GMH,,,
GMI,Germania,GMI,ST,,
GMJ,Gamisa Aviación,GMJ,,,
GML,G &amp; L Aviation,GML,,,
GMM,Aerotaxis Guamuchil,GMM,,,
GMQ,Germania Express,GMQ,,,
GMR,Golden Myanmar Airlines,GMR,Y5,,
GMS,Ghadames Air Transport,GMS,NJ,,
GMT,Grupoaéreo Monterrey,GMT,,,
GNA,Servicios Aéreos Gana,GNA,,,
GNC,Guinea Cargo,GNC,,,
GND,Grand Airways,GND,,,
GNF,Gandalf Airlines,GNF,G7,,
GNJ,Gain Jet Aviation,GNJ,,,
GNL,135 Airways,GNL,,,
GNR,Gambia International Airlines,GNR,GC,,
GNS,Eastern Executive Air Charter,GNS,,,
GNT,Amber Air,GNT,0A,,
GNX,Genex,GNX,,,
GNY,German Navy,GNY,,,
GNZ,General Aviation,GNZ,,,
GOA,Alberta Government,GOA,,,
GOB,Dash Aviation,GOB,,,
GOF,Gof-Air,GOF,,,
GOI,Gofir,GOI,,,
GOJ,EuroJet Aviation,GOJ,,,
GOL,Cardolaar,GOL,,,
GOM,Gomel Airlines,GOM,,,
GOR,Gorlitsa Airlines,GOR,,,
GOS,Goldfields Air Services,GOS,,,
GOT,WaltAir,GOT,,,
GOW,Go Air,GOW,G8,,
GOZ,Grozny Avia,GOZ,ZG,,
GPA,Golden Pacific Airlines,GPA,,,
GPC,Gulf Pearl Air Lines,GPC,,,
GPD,Tradewind Aviation,GPD,,,
GPE,GP Express Airlines,GPE,,,
GPM,Grup Air-Med,GPM,,,
GPR,GPM Aeroservicio,GPR,,,
GPX,GP Aviation,GPX,IV,,
GRA,Guardian Air,GRA,,,.*
GRD,National Grid plc,GRD,,,
GRE,Air Scotland,GRE,,,
GRI,Air Cargo Center,GRI,,,
GRL,Air Greenland,GRL,GL,,
GRP,Great Plains Airlines,GRP,,,
GRR,Agroar - Trabalhos Aéreos,GRR,,,
GRS,Golden Rule Airlines,GRS,,,
GRT,Gabon-Air-Transport,GRT,,,
GRV,Epsilon Aviation,GRV,,,.*
GRX,Aircompany Grodno,GRX,,,
GRY,New York State Police,GRY,,,
GRZ,Government of Zambia Communications Flight,GRZ,,,
GSA,Garden State Airlines,GSA,,,
GSJ,Grossmann Jet Service,GSJ,,,
GSK,Global Sky Aircharter,GSK,,,
GSL,Geographic Air Surveys,GSL,,,
GSM,Gestair Aviation Malta,GSM,,,.*
GSP,Airlift Alaska,GSP,,,
GSS,Global Supply Systems,GSS,,,
GSV,Agrocentr-Avia,GSV,,,
GSW,Chair Airlines,GSW,,,
GSY,Guard Systems,GSY,,,
GTC,Altin Havayolu Tasimaciligi Turizm Ve Ticaret,GTC,,,
GTH,General Aviation Flying Services,GTH,,,
GTI,Atlas Air,GTI,5Y,,
GTP,Aerotaxi Grupo Tampico,GTP,,,
GTR,Galistair,GTR,,,
GTS,Transair (Senegal),GTS,R2,,
GTV,Empresa de Aviación Aerogaviota,GTV,,,
GTX,GTA Air,GTX,,,
GTY,National Aviation Company,GTY,,,
GUA,Aerotaxis de Aguascalientes,GUA,,,
GUE,Aero Servicio Guerrero,GUE,,,
GUF,Gulf African Airlines,GUF,,,
GUG,Aviateca,GUG,,,
GUJ,Gujarat Airways,GUJ,G8,,
GUL,Gull Air,GUL,,,
GUM,Gum Air,GUM,,,
GUN,Grant Aviation,GUN,GS,,
GUS,Guja,GUS,,,
GUY,Air Guyane,GUY,GG,,
GVG,Flygaktiebolaget Gota Vingar,GVG,,,
GVI,Air Victoria Georgia,GVI,,,
GVN,Gavina,GVN,,,
GW,Costa Rica Green Airways,,GW,,
GWA,Great Western Air,GWA,,,
GWG,Green Africa Airways,GWG,Q9,,
GWI,Germanwings,GWI,4U,^69\d\d$,
GWL,Great Wall Airlines,GWL,IJ,,
GWN,Gwyn Aviation,GWN,,,
GWR,Aura Airlines,GWR,U5,,
GWS,General Airways,GWS,,,
GWY,USA3000 Airlines,GWY,U5,,
GX,Pacificair,,GX,,
GXA,Global X,GXA,G6,,.*
GXL,Star XL German Airlines,GXL,,,
GXY,Galaxy Airlines,GXY,,,
GY,Guyana Airways 2000,,GY,,
GYP,Eagle Aviation,GYP,,,
GZA,Excellent Air,GZA,,,
GZD,Grizodubova Air Company,GZD,,,
GZP,Gazpromavia,GZP,4G,,
H4,Héli Sécurité Helicopter Airlines,,H4,,
HAA,Helicopteros Agroforestal,HAA,,,
HAC,Henebury Aviation,HAC,,,
HAD,Air D'Ayiti,HAD,H9,,
HAF,Hellenic Air Force,HAF,,,
HAG,Hageland Aviation Services,HAG,H6,,
HAH,Air Comores International,HAH,GG,,
HAI,Hai Au Aviation,HAI,,,.*
HAJ,Hajvairy Airlines,HAJ,,,
HAK,Pegasus Helicopters,HAK,,,
HAL,Hawaiian Airlines,HAL,HA,,
HAN,Hansung Airlines,HAN,,,
HAP,Helicopteros Aero Personal,HAP,,,
HAR,Harbor Airlines,HAR,HB,,
HAS,Honduras Airlines,HAS,,,
HAT,Air Taxi,HAT,,,
HAU,Skyhaul,HAU,,,
HAV,Havilah Air Services,HAV,,,
HAW,Bangkok Aviation Center,HAW,,,
HAY,Hamburg Airways,HAY,,,
HBA,Trail Lake Flying Service,HBA,,,
HBC,Haitian Aviation Line,HBC,,,
HBH,Hebei Airlines,HBH,NS,,
HBI,CHC Denmark,HBI,,,
HBL,Faroecopter,HBL,,,
HBN,Hibernian Airlines,HBN,HG,,
HBT,Polizeihubschrauberstaffel Thüringen,HBT,,,
HBU,Universal Avia,HBU,,,
HCA,Lake Havasu Air Service,HCA,,,
HCB,Helenair (Barbados),HCB,,,
HCL,Helenair Corporation,HCL,,,
HCP,Helicopter,HCP,,,
HCV,Halcyonair,HCV,,,
HCY,Helios Airways,HCY,ZU,,
HDC,Helcopteros De Cataluna,HDC,,,
HDI,Hoteles Dinamicos,HDI,,,
HDR,Helikopterdrift,HDR,,,
HEA,Heliavia-Transporte Aéreo,HEA,,,
HEB,Heli Bernina,HEB,,,
HEC,Heliservicio Campeche,HEC,,,
HED,Heritage Aviation Developments,HED,,,
HEI,Aerohein,HEI,,,
HEL,Helicol,HEL,,,
HEM,CHC Helicopter,HEM,,,
HEN,Helicópteros Y Vehículos Nacionales Aéreos,HEN,,,
HER,Hex'Air,HER,UD,,
HES,Holiday Europe,HES,5Q,,
HET,TAF Helicopters,HET,,,
HEX,Honiara Cargo Express,HEX,,,
HFM,Hi Fly Malta,HFM,,,
HFR,Heli France,HFR,8H,,
HFY,Hi Fly,HFY,5K,,
HGA,Hogan Air,HGA,,,
HGB,Greater Bay Airlines,HGB,HB,,
HGD,Hangard Aviation,HGD,,,
HGG,Hi Air,HGG,4H,,
HGH,Atlantic Air Lift,HGH,,,
HGK,Fika Salaama Airlines,HGK,N8,,
HGO,One Air,HGO,,,
HGR,Hangar 8,HGR,,,
HGT,GMJ Air Shuttle,HGT,,,
HH,Hope Air,,HH,,
HHA,Atlantic Airlines de Honduras,HHA,,,
HHE,Heli-Holland,HHE,,,
HHG,Hanergy Jet,HHG,,,.*
HHH,Helicsa,HHH,,,
HHI,Hamburg International,HHI,4R,,
HHN,Hahn Air,HHN,HR,,
HHO,Houston Helicopters,HHO,,,
HHP,Helenia Helicopter Service,HHP,,,
HHS,Hi-Jet Helicopter Services,HHS,,,
HIA,Canadian Eagle Aviation,HIA,,,
HIB,Helibravo Aviacao,HIB,,,
HID,Aviación Ejecutiva De Hildago,HID,,,
HIF,Heli-Iberica Fotogrametria,HIF,,,
HIG,Heli-Inter Guyane,HIG,,,
HIM,Himalaya Airlines,HIM,H9,,
HIN,Holding International Group,HIN,,,
HIP,Starship,HIP,,,
HIS,Hispaniola Airways,HIS,,,
HIT,Helitalia,HIT,,,
HJA,Air Haiti,HJA,,,
HJE,Servicios Ejecutivos Gosa,HJE,,,
HJL,Hamlin Jet,HJL,,,
HJT,Al Rais Cargo,HJT,,,
HKA,Superior Aviation,HKA,SO,,
HKB,Hawker Beechcraft,HKB,,,
HKC,Hong Kong Air Cargo,HKC,RH,,
HKE,Hong Kong Express Airways,HKE,UO,,
HKG,Government Flying Service,HKG,,,
HKH,Air-Invest,HKH,,,
HKI,Hawkaire,HKI,,,
HKJ,Hongkong Jet,HKJ,,,
HKL,Hak Air,HKL,,,
HKN,Jim Hankins Air Service,HKN,,,
HKR,Hawk Air,HKR,,,
HKS,CHC Helikopter Service,HKS,,,
HLA,HC Airlines,HLA,,,
HLB,High-Line Airways,HLB,,,
HLC,Helicap,HLC,,,
HLD,Grampian Flight Centre,HLD,,,
HLE,UK HEMS,HLE,,,
HLF,Central Airlines,HLF,I9,,
HLG,Helog,HLG,,,
HLH,Hala Air,HLH,,,
HLI,Heli Securite,HLI,,,
HLK,Heli-Link,HLK,,,
HLM,Heli Medwest De Mexico,HLM,,,
HLO,Samaritan Air Service,HLO,,,
HLP,Helipistas,HLP,,,
HLR,Heli Air Services,HLR,,,
HLS,Haiti Air Freight,HLS,,,
HLT,Helitafe,HLT,,,
HLU,Heli Union Heli Prestations,HLU,,,
HLW,Heliworks,HLW,,,
HMA,Air Tahoma,HMA,,,
HMC,Heliamerica De Mexico,HMC,,,
HMD,Charlie Hammonds Flying Service,HMD,,,
HMF,Norrlandsflyg,HMF,,,
HMJ,Harmony Jets,HMJ,,,.*
HMM,Hamra Air,HMM,,,
HMP,Papair Terminal,HMP,,,
HMR,North American Charters,HMR,,,
HMS,Hemus Air,HMS,DU,,
HMT,Air Nova,HMT,,,
HMV,Homac Aviation,HMV,,,
HMX,Hawk De Mexico,HMX,,,
HNA,Greek Navy,HNA,,,
HNL,CHC Helicopters Netherlands,HNL,,,
HNR,Haiti National Airlines (HANA),HNR,,,
HNT,Helicopteros Internacionales,HNT,,,
HOL,Holiday Airlines,HOL,,,
HOM,Aero Homex,HOM,,,
HOP,Hop!,HOP,A5,,^8\d\d\d$
HOR,Horizon Air-Taxi,HOR,,,
HOZ,Horizontes Aéreos,HOZ,,,
HPJ,Hop-A-Jet,HPJ,,,
HPL,Heliportugal,HPL,,,
HPO,Almiron Aviation,HPO,,,
HPR,Rick Lucas Helicopters,HPR,,,
HPS,Horizon Plus,HPS,,,
HQO,Avinor,HQO,,,
HRA,Heli-Iberica,HRA,,,
HRB,Haiti International Airline,HRB,,,
HRI,Skyraidybos Mokymo Centras,HRI,,,
HRN,Heron Luftfahrt,HRN,,,
HRT,Chartright Air,HRT,,,.*
HRZ,Croatian Air Force,HRZ,,,
HSA,East African Safari Air,HSA,S9,,
HSE,Compania Helicopteros Del Sureste,HSE,,,
HSI,Heliswiss,HSI,,,
HSK,Sky Europe Airlines,HSK,,,
HSM,Horizon Air for Transport and Training,HSM,,,
HSO,Campania Helicopteros De Transporte,HSO,,,
HSP,International Jet Charter,HSP,,,
HSR,Citylink Airlines,HSR,,,
HSS,Compañía Transportes Aéreos Del Sur,HSS,,,
HST,Heston Airlines,HST,HN,,.*
HSU,Helisul,HSU,,,
HSV,Svenska Direktflyg,HSV,,,
HSY,Sky Helicopteros,HSY,,,
HTA,Helitrans,HTA,,,
HTC,Haiti Trans Air,HTC,,,
HTE,Midwest Helicopters De Mexico,HTE,,,
HTG,Grossmann Air Service,HTG,,,
HTI,Haiti International Air,HTI,,,
HTL,My Fair Jet,HTL,,,
HTN,Haiti North Airline,HTN,,,
HTO,Tango Bravo,HTO,,,
HTP,Heli Trip,HTP,,,
HTR,Holstenair Lubeck,HTR,,,
HTS,Helitrans Air Service,HTS,,,
HTT,Air Tchad,HTT,,,
HUB,Hub Airlines,HUB,,,
HUC,Aerolíneas de Techuacán,HUC,,,
HUD,Horizons Unlimited,HUD,,,
HUF,Hungarian Air Force,HUF,,,
HUR,Miami Air Charter,HUR,,,
HUS,Huessler Air Service,HUS,,,
HUT,Aerotransportes Huitzilin,HUT,,,
HUV,Hunair Hungarian Airlines,HUV,,,
HUY,Aero Transportes Del Humaya,HUY,,,
HVA,Newair,HVA,,,
HVK,Turkish Air Force,HVK,,,
HVL,Heavylift International,HVL,,,
HVN,Vietnam Airlines,HVN,VN,,
HVY,Heavylift Cargo Airlines,HVY,HN,,
HWD,HPM Investments,HWD,,,
HWY,Highland Airways,HWY,,,
HXA,China Express Airlines,HXA,G5,,
HYA,Hyack Air,HYA,,,
HYC,Hydro Air Flight Operations,HYC,,,
HYD,Hydro-QuÃ©bec,HYD,,,
HYH,Heli Hungary,HYH,,,
HYJ,Happy Jet Co Ltd,HYJ,,,
HYM,HiSky Airilnes,HYM,H7,,
HYP,Hyperion Aviation,HYP,,,
HYR,Airlink Airways,HYR,,,
HYS,HiSky Europe,HYS,H4,,
HYT,YTO Cargo Airlines,HYT,YG,,
HZT,Air Horizon,HZT,8C,,
HZX,Citic General Aviation,HZX,,,
HZY,Hainan Lily Jet,HZY,,,
IAA,Indonesian Airlines,IAA,IO,,
IAC,Indian Airlines,IAC,IC,,
IAD,AirAsia India,IAD,I5,,
IAE,IrAero Airlines,IAE,IO,,
IAF,Israeli Air Force,IAF,,,
IAG,EPAG,IAG,,,
IAI,Israel Aircraft Industries,IAI,,,
IAJ,Islandair Jersey,IAJ,,,
IAK,International Air Cargo Corporation,IAK,,,
IAM,Italian Air Force,IAM,,.*,
IAR,Iliamna Air Taxi,IAR,,,
IAS,International Air Service,IAS,,,
IAW,Iraqi Airways,IAW,IA,,
IAX,International Air Services,IAX,,,
IAY,Deadalos Flugtbetriebs,IAY,,,
IBB,Binter Canarias,IBB,NT,,
IBC,Ibicenca Air,IBC,,,
IBE,Iberia Airlines,IBE,IB,,
IBL,IBL Aviation,IBL,0C,,
IBR,Ibertour Servicios Aéreos,IBR,,,
IBS,Iberia Express,IBS,I2,,
IBT,Ibertrans Aérea,IBT,,,
IBU,Indigo,IBU,I9,,
IBX,Ibex Airlines,IBX,FW,,
IBY,International Business Aircraft,IBY,,,
IBZ,International Business Air,IBZ,6I,,
ICA,Icaro,ICA,,,
ICB,Icebird Airline,ICB,,,
ICC,Instituto Cartografico de Cataluna,ICC,,,
ICE,Icelandair,ICE,FI,,
ICG,Icelandic Coast Guard,ICG,,,
ICJ,Icejet,ICJ,,,
ICL,CAL Cargo Air Lines,ICL,5C,,
ICM,Air Inter Cameroun,ICM,,,
ICN,Iconair,ICN,,,
ICP,Intercopters,ICP,,,
ICR,Eagle Aero,ICR,,,
ICS,International Charter Services,ICS,,,
ICT,Intercontinental de Aviación,ICT,RS,,
ICU,Reignwood Asia Aviation,ICU,,,.*
ICV,Cargolux Italia,ICV,C8,,
IDA,Indonesia Air Transport,IDA,,,
IDG,IDG Technology Air,IDG,,,
IDL,Ildefonso Redriguez,IDL,,,
IDP,Independent Air Freighters,IDP,,,
IDR,Indicator Company,IDR,,,
IDX,Indonesia AirAsia X,IDX,XT,,
IEP,Elipiu',IEP,,,
IFA,FAI Air Service,IFA,,,
IFC,Indian Air Force,IFC,,,
IFF,Interfreight Forwarding,IFF,,,
IFI,Air Lift,IFI,,,
IFL,IFL Group,IFL,,,
IFM,Ifly,IFM,,,
IFS,Italy First,IFS,,,
IFT,Interflight,IFT,,,
IFX,International Flight Training Academy,IFX,,,
IGA,Skytaxi,IGA,TE,,
IGN,Interguide Air,IGN,,,
IGO,IndiGo Airlines,IGO,6E,,
IGS,Isle Grande Flying School,IGS,,,
IGT,Georgian Airlines,IGT,GH,,
IH,Falcon Aviation,,IH,,
IHE,Interjet Helicopters,IHE,,,
IHO,748 Air Services,IHO,FE,,
IHS,Thryluthjonustan,IHS,,,
IIG,"International Company for Transport, Trade and Public Works",IIG,,,
IIL,India International Airways,IIL,,,
IIN,Inter Islands Airlines,IIN,H4,,
IJA,International Jet Aviation Services,IJA,,,
IJE,Ivoire Jet Express,IJE,,,
IJM,International Jet Management,IJM,,,.*
IJS,Silvair,IJS,,,
IJT,Interflight (Learjet),IJT,,,
IKA,Itek Air,IKA,GI,,
IKK,IKI International Airlines,IKK,,,
IKM,Aero Survey,IKM,,,
IKN,IKON FTO,IKN,,,
IKR,Ikaros DK,IKR,,,
IKY,Intersky Bulgary,IKY,,,
ILC,ILAS Air,ILC,,,
ILF,Island Air Charters,ILF,,,
ILK,Aero Airline,ILK,,,
ILL,Ilyich-Avia,ILL,,,
ILN,Interair South Africa,ILN,D6,,
ILP,Ilpo Aruba Cargo,ILP,,,
ILS,Servicios Aéreos Ilsa,ILS,,,
ILV,Il-Avia,ILV,,,
IM,Jupiter Jet,,IM,,
IMA,Inter-Mountain Airways,IMA,,,
IME,Airtime Charters,IME,,,
IMG,Imperial Cargo Airlines,IMG,,,
IMN,Aerotaxis Cimarron,IMN,,,
IMR,Imaer,IMR,,,
IMT,Imtrec Aviation,IMT,,,
IMX,Zimex Aviation,IMX,XM,,
INA,Aero Internacional,INA,,,
IND,Iona National Airways,IND,,,
INK,Sincom-Avia,INK,,,
INL,Intal Avia,INL,,,
INO,Aeroservicios Intergrados de Norte,INO,,,
INP,Peruvian Navy,INP,,,
INS,Inflite The Jet Centre,INS,,,
INT,Intair,INT,,,
INU,Flyguppdraget Backamo,INU,,,
INV,Inversija,INV,,,
INX,Inter Express,INX,,,
IOA,Iowa Airways,IOA,,,
IOM,Island Aviation and Travel,IOM,,,
IOS,Isles of Scilly Skybus,IOS,,,
IPA,IPEC Aviation,IPA,,,
IPL,Airpull Aviation,IPL,,,
IPM,Itapemirim Transportes Aéreos,IPM,8I,,
IPN,Industri Pesawat Terbang Nusantara,IPN,,,
IPR,Independent Carrier (ICAR),IPR,C3,,
IPT,Interport Corporation,IPT,,,
IQQ,Caribbean Airways,IQQ,,,
IRA,Iran Air,IRA,IR,,
IRB,Iranair Tours,IRB,B9,,
IRC,Iran Aseman Airlines,IRC,EP,,
IRD,Arvand Airlines,IRD,,,
IRE,Pariz Air,IRE,,,
IRF,TA-Air Airline,IRF,,,
IRG,Iranian Air Transport,IRG,,,
IRH,Atlas Aviation Group,IRH,,,
IRI,Navid,IRI,,,
IRJ,Bonyad Airlines,IRJ,,,
IRK,Kish Air,IRK,Y9,,
IRL,Irish Air Corps,IRL,,,
IRM,Mahan Air,IRM,W5,,
IRO,CSA Air,IRO,,,
IRP,Payam Air,IRP,,,
IRQ,Qeshm Air,IRQ,,,
IRR,Tara Air Line,IRR,,,
IRU,Chabahar Airlines,IRU,,,
IRV,Safat Airlines,IRV,,,
IRW,Aram Airline,IRW,,,
IRX,Aria Tour,IRX,,,
IRY,Eram Air,IRY,,,
IRZ,Saha Airlines Services,IRZ,,,
ISA,Island Airlines,ISA,,,
ISD,ISD Avia,ISD,,,
ISF,International Stabilisation Assistance Force,ISF,,,
ISG,Club Air,ISG,6P,,
ISI,Island Air,ISI,,,
ISK,Intersky,ISK,3L,,
ISL,Landsflug,ISL,,,
ISM,Auo Airclub AIST-M,ISM,,,
ISN,Interisland Airlines,ISN,,,
ISR,Israir,ISR,6H,,
IST,Istanbul Airlines,IST,,,
ISV,Islena De Inversiones,ISV,WC,,
ISW,Islas Airways,ISW,IF,,
ITA,Inter-Air,ITA,,,
ITC,International Air Carrier Association,ITC,,,
ITE,Aerotaxi,ITE,,,
ITF,Avita-Servicos Aéreos,ITF,,,
ITH,International Trans-Air,ITH,,,
ITI,Intairline,ITI,,,
ITK,Interlink Airlines,ITK,ID,,
ITN,Industrias Titan,ITN,,,
ITO,Aero Citro,ITO,,,
ITR,Frontier Commuter,ITR,,,
ITS,Inter-State Aviation,ITS,,,
ITU,Intervuelos,ITU,,,
ITW,Inter Air,ITW,,,
ITX,Imair Airlines,ITX,IK,,
ITY,ITA Airways,ITY,AZ,,^8\d\d\d$
IUS,Icarus,IUS,,,
IVA,Innotech Aviation,IVA,,,
IVE,Air Executive,IVE,,,
IVJ,Flight International,IVJ,,,
IVR,Burundaiavia,IVR,,,
IVS,Ivoire Aero Services,IVS,,,
IVT,Interaviatrans,IVT,,,
IVW,Ivoire Airways,IVW,,,
IWD,Iberworld,IWD,TY,,
IWS,Aviainvest,IWS,,,
IWY,Interisland Airways Limited,IWY,,,
IXR,Ixair,IXR,,,.*
IXX,Dolphin Express Airlines,IXX,,,
IYE,Yemenia,IYE,IY,,
IZA,Izhavia,IZA,I8,,
IZG,Zagros Airlines,IZG,,,
IZM,Izair,IZM,H9,,
JAA,Jet Asia Airways,JAA,JF,,
JAC,Japan Air Commuter,JAC,,,
JAD,Aerojal,JAD,,,
JAE,Jade Cargo International,JAE,,,
JAF,TUI fly Belgium,JAF,TB,,
JAG,Jetalliance,JAG,,,
JAI,Jet Airways,JAI,9W,,
JAK,Jana-Arka,JAK,,,
JAL,Japan Airlines,JAL,JL,,
JAM,Sunline Express,JAM,,,
JAP,JetSMART Perú,JAP,JZ,,
JAR,Airlink,JAR,,,
JAS,Jet Aviation Flight Services,JAS,,,
JAT,JetSMART,JAT,JA,,
JAV,Jordan Aviation,JAV,R5,,
JAW,Jasmin Airways,JAW,JO,,
JAX,Janair,JAX,,,
JAZ,JALways,JAZ,JO,,
JBA,Helijet,JBA,JB,,
JBC,Jetbee Czech,JBC,,,.*
JBE,Sino Jet (Beijing) Company,JBE,,,
JBR,Job Air,JBR,,,
JBU,JetBlue Airways,JBU,B6,,
JCB,J C Bamford (Excavators),JCB,,.*,
JCC,JC International Airlines,JCC,QD,,
JCF,Jet Center Flight Training,JCF,,,
JCH,Trading Air Cargo,JCH,,,
JCI,Jordan International Air Cargo,JCI,,,
JCK,Jackson Air Services,JCK,,,
JCL,Jetcall,JCL,,,.*
JCM,Secure Air Charter,JCM,,,
JCO,Jet Concierge Club,JCO,,,.*
JCR,Rotterdam Jet Center,JCR,,,
JCS,Jetclub,JCS,0J,,
JCT,Jet Charter,JCT,,,
JDA,JDAviation,JDA,,,
JDC,Deere and Company,JDC,,,
JDG,Joanas Avialinijos,JDG,,,
JDI,Jet Service,JDI,,,
JDL,JD Airlines,JDL,JG,,
JDP,JDP Lux,JDP,,,
JEA,Jet Air,JEA,,,
JEC,Jett8 Airlines Cargo,JEC,JX,,
JED,Phoenix East Aviation,JED,,.*,
JEE,Ambjek Air Services,JEE,,,
JEF,Jetflite,JEF,,,
JEI,Jet Executive International Charter,JEI,,,.*
JEJ,Jets Ejecutivos,JEJ,,,
JEK,Jet Link,JEK,,,
JEL,Tal Air Charters,JEL,,,
JEM,Emerald Airways,JEM,,,
JEP,Jets Personales,JEP,,,
JES,JetSMART Argentina,JES,WJ,,
JET,Svenskt Industriflyg AB,JET,,,
JEX,JAL Express,JEX,JC,,
JFA,Jetfly Aviation,JFA,,,
JFC,LTV Jet Fleet Corporation,JFC,,,
JFK,Keenair Charter -,JFK,,,
JFL,Jetfly Airlines,JFL,,,
JFS,Juanda Flying School,JFS,,,
JFU,Jet4You,JFU,,,
JFY,Foster Yeoman,JFY,,,
JGD,Jet G&amp;D Aviation,JGD,,,
JGJ,Shaanxi Jinggong General Aviation,JGJ,,,
JGO,JetGo Australia,JGO,JG,,
JHM,JHM Cargo Expreso,JHM,,,
JHN,Johnson Air,JHN,,,
JIA,PSA Airlines,JIA,OH,,
JIB,Jibair,JIB,,,
JIC,Jetgo International,JIC,,,
JIM,Sark International Airways,JIM,,,
